563,1,44123989,practicante ingenieria sistemas,responsabilidades asistencia area gestion proyectos software conocimientos conocimiento interes gestion proyecto software conocimiento base datos sql server mysql conocimiento lenguajes programacion conocimiento formatos documentacion procesos negocio deseable,haber programado software net u php deseable haber participado gestion proyectos deseable todas experiencias seran evaluadas
564,6,44123995,practicante planeamiento gestion ratios bajas,elaboracion informes reportes seguimiento permanencia tasas abandono clientes segmentos cancelaciones suspensiones retenciones reconexiones proyeccion kpi’s analisis impacto tasas abandono distintas acciones comerciales variaciones versus objetivos soporte gestion operativa proceso retencion clientes telecenter,deseable experiencia planeamiento comercial planeamiento financiero conocimientos ms office nivel avanzado deseable conocimiento access
565,6,44124024,freelance reclutamiento seleccion,dar apoyo temas reclutamiento seleccion contacto candidatos coordinacion entrevistas filtro telefonico publicacionfiltro vacantes,meses año manejando procesos seleccion incluyendo practicas
566,3,44124028,sub gerente ti,diseñar instalar optimizar arquitectura hardware software redes voz datos telefonia comunicaciones manera permita productos servicios informaticos puedan ser brindados condiciones alta disponibilidad confiabilidad velar correcta operatividad plataforma tecnologica hardware software redes comunicaciones soporte usuarios certificacion productos puestos operacion ejecutar planes respaldo recuperaciones informacion requieran garantizar continuidad operativa instalacion brindar soporte especializado infraestructura it comunicaciones ademas supervisar servicio brindado terceros coordinar diseñar evaluar implementar interconexion equipos redes diferentes locales organizacion maximizando eficiencias disponibilidad comunicaciones mantener actualizado software base planificando ejecutando instalacion nuevas versiones parches requieran gestionar mesa ayuda organizacion centralizar atender usuarios finales solucion problemas operacion equipos computo software aplicativo comunicaciones administrar inventario licencias software equipos computo adquiera,experiencia profesional años puesto licenciado bachiller egresado universitario carrera ing sistemas ing informatica ing electronica ing telecomunicaciones carreras afines estudios postgrado gestion areas soporte infraestructura tecnologica datacenters gestion operacion infraestructura redes lan wan wlan gestion operacion centrales telefonicas ip gestion operacion plataformas windows server linux gestion operacion plataformas virtualizacion vmware deseable gestion equipos mesa ayuda soporte tecnico implementacion planes seguridad informacion iso
567,4,44124040,analista funcional,realizar levantamientos requerimientos diseñar planes pruebas casos pruebas seleccionar datos pruebas deberan contar experiencia solicita experiencia trabajo usuarios levantando requerimientos detallando especificaciones funcionales aclarando interpretaciones manejando expectativas experiencia capacidad detallar especificaciones funcionales diseñar planes pruebas casos pruebas seleccionar datos pruebas buenas capacidades comunicacion relaciones interpersonales capacidad influenciar lograr acuerdos resultados experiencia ejecutando pruebas funcionales integrales elaborando procedimientos manuales capacitando usuarios entrenadores,experiencia conocimiento procesos ventas ordenes trabajo deseable conocimiento experiencia programacion java net deseable conocimiento experiencia bases datos oracle sqlserver
568,6,44124048,subgerente planeamiento control operaciones pmo,buscando subgerente planeamiento control operaciones pmo encargue aplicar metodologias seguimiento control gestionar integralmente portafolio proyectos recursos costo plazos,experiencia minima años gerente proyectos analista planeamiento financiero u operaciones analista procesos analista rentabilidad lider proyectos empresas primer nivel lideres sector consultoras financieras industriales retail indispensable tener grado mba maestria certificacion gestion proyectos conocimiento metodologias herramientas gestion calidad mejora procesos lss mejora continua analisis resolucion problemas control proyectos dominio gestion tableros control balanced scorecards indicadores gestion gestion presupuestal integral formulacion seguimiento control gestion solida proyectos multidisciplinarios capacidad relacionarse colaboradores nivel dentro vpo experiencia toma decisiones liderazgo equipos
569,1,44124050,programador junior,programar sistemas web escritorio documentar especificaciones sistemas desarrollados realizar pruebas funcionales,conocimiento programacion c mvc conocimiento algoritmos estructuras datos habilidad optimizar corregir codigo personas opcionales conocimientos intermedios javascript jquery knockoutjs git github mvc entity framework html css conocimiento ios sdk android
570,1,44124056,practicante comunicaciones unificadas data center,implementar aplicacion interfaz consulta base datos facilite acceso informacion red oficinas cajeros agentes express bbva soportandose proveedores servicio obtener informacion enlaces topologia red oficinas cajeros agentes express vms agente express plus apoyo publicacion reportes disponibilidad servicios voz datos banco,experiencia requerida
571,4,44124064,practicante negocio empresa,apoyo elaboracion prototipos sistemas apoyo documentacion creacion guias usuario participacion mejora procesos comercio exterior leasing,experiencia requerida
572,6,44124068,practicante gestion financiera coo,elaboracion automatizaciones procesos operativos mantenimiento automatizaciones eficientizacion reporteria seguimiento metricas negocio cib apoyo reporteria unidad,conocimiento manejo bases datos mysql msqls oracle
573,3,44124085,practicante procesos proyectos it,apoyo planificacion ejecucion proyectos locales subregionales apoyo documentacion planes continuidadmapas procesospoliticasplanes riesgos flujos realizar metrica gestion desempeño personal soporteindicadores desempeño recolectar validar informacion auditoria manejar herramientas ventassapreportes comerciales financieros apoyando procesos selloutreportes sellingestion forescast,
574,1,44124098,practicante desarrollo web,mantenimiento pagina web tickets servicio wwwinfhotelcompe revision correccion cogido identificar oportunidades mejora elaborar proyectos nuevos servicio cliente dentro portal web administrar controlar usuarios portal asignar tickets servicio areas funcionales elaborar reportes web indicadores sistema tickets servicio,año experiencia minimo desarrollo paginas web
575,1,44124100,asistente programador c,encontramos busqueda profesional sistemas experiencia realizando funciones programacion diseño c desempeñarse asistente programador,minimo contar años realizando funciones programacion diseño c valorara experiencia rubro banco seguros
576,3,44124102,analista arquitectura ti,asegurar diseño soporte solucion solida tecnologia considerando requerimientos usuarios requerimientos tecnicos ej arquitectura solucion apoyar planificacion gestion actividades diseño prueba implantacion tecnologia nivel programa promover actividades diagnostico evaluacion tecnologias promover actividades diseño arquitectura tecnologia revisar dar soporte componentes diseño,deseable especializacion arquitectura sistemas conocimiento diseño arquitectura herramientas jee net experiencia minima años alineada arquitectura ti deseable conocimiento negocio banca seguros ingles nivel avanzado
577,1,44124103,analista c,accenture empresa global consultoria management servicios tecnologia outsourcing combinando experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo encontramos busqueda profesional sistemas experiencia elaboracion diseño tecnico documentacion analisis requerimientos programacion desempeñarse analista programador,elaboracion diseño tecnico documentacion analisis requerimientos programacion haber participado pases produccion minimo contar años realizando funciones programacion c experiencia elaboracion diseño tecnico documentacion analisis requerimientos programacion haber participado pases produccion valorara experiencia rubro banco seguros
578,1,44124104,analista funcional visual basic net,analisis requerimientos funcionales elaboracion diseños tecnicos lideras pequeños equipos llevando cabo buena organizacion delegando responsabilidades asi haciendo seguimiento modulos,minimo contar años realizando analizar requerimientos programar actividades dirigidas diseño soluciones desarrollo bajo herramienta microsoft net conocimiento desarrollo web vb manejo base datos sql yu oracle g vb net deseable conocimiento ingles nivel basico intermedio valorara experiencia rubro banco seguros
579,1,44124106,analista visual basic net,encontramos busqueda profesional sistemas experiencia realizando analisis requerimientos diseño soluciones desarrollo implementacion herramienta microsoft net desempeñarse analista visual basic net,minimo contar años realizando analisis requerimientos diseño soluciones desarrollo implementacion reportar avances herramienta microsoft net conocimiento desarrollo web vb manejo base datos sql yu oracle g vb net valorara experiencia rubro banco seguros
580,1,44124107,asistente programador visual basic net,accenture empresa global consultoria management servicios tecnologia outsourcing combinando experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo encontramos busqueda profesional sistemas experiencia realizando analisis requerimientos diseño soluciones desarrollo herramienta microsoft net desempeñarse asistente programador,minimo contar años realizando analisis requerimientos diseño soluciones desarrollo herramienta microsoft net conocimiento visual basic base datos sql server valorara experiencia rubro banco seguros
581,1,44124108,asistente java,diseño desarrollo aplicaciones base requerimiento cliente,minimo contar años experiencia java conocimientos experiencia desarrollo aplicaciones utilizando java frameworks deseable conocimiento ingles nivel intermedio valorara experiencia rubro banco seguros
582,4,44124110,trainee ingenieria informatica,participar proyecto implementacion sistemas core negocio empresa seguros apoyar analisis desarrollo etapas implementacion proyecto soporte analisis negocio seguros,deseable experiencia nivel ingles intermedio
583,6,44124134,asistente productividad temporal,realizar mediciones campo tiendas horario establecido siguiendo pautas metodologia establecida identificando oportunidades mejora procesos observados medidos,minimo experiencia meses empresas viendo temas medicion tiempos mejora procesos disponibilidad trasladarse tiendas eventualmente viajar interior pais trasladarse lugar dentro tienda asignada
584,4,44124166,analista aplicaciones erp,gestion modulo sap definir implementar recomendaciones usuarios clave proceso identificar mejoras continuas puedan darse modulo sap gestiona analisis desarrollo implementacion proyectos forma conjunta consultores externos sap,deseable especializacion itil indispensable sap modulo mm nivel ingles intermedio nivel sap avanzado
585,3,44124180,lider proyectos infraestructura,corporacion grupo romero encontramos busqueda personas talentosas ayuden seguir desarrollandonos grupos empresariales lideres peru invitamos postular posicion lider proyectos infraestructura funciones gestion proyectos infraestructura transversales varias plataformas lan servidores wan gestion requerimientos infraestructura utilizando metodos priorizacion proyectos control seguimiento proyectos infraestructura bajo enfoque pmi llevar portafolio proyectos participar integrante proyectos corporativos multidisciplinarios conocimiento avanzado ms project excel control presupuesto proyectos inversion infraestructura conocimientos comprobados marcos trabajo itil pmi procesos deseable certificacion ejecutar proyectos pilotos infraestructura evaluacion tecnologica proponer mejoras gestion proyectos proponer mejoras infraestructura ti analizar proponer solucion problemas reporta gerente infraestructura,años experiencia posiciones similares experiencia jefelider proyectos personal cargo experiencia gestion infraestructura tecnologica experiencia gestion proyectos bajo enfoque pmi conocimiento herramientas soluciones infraestructura windows server windows hyperv vmware cisco prime routers switches vlan reglas nat firewall soluciones ibm websphere sap cctv base datos sistemas grupo romero centraliza funciones sistemas empresas grupo romero alicorp caña brava fino ransa palmas primax tramarsa desarrollo mantenimiento aplicativos gestion infra estructura comunicaciones gestion arquitectura empresarial grupo seguridad cuenta mas colaboradores diversas profesiones especialidades junto usuarios cada empresa desarrollan soluciones lideres peru mundo
586,6,44124181,analista certificacion,realizar elaboracion planes pruebas revisar requerimientos funcionales generacion plan prueba realizar elaboracion casos pruebas realizar gestion defectos nivel proyecto analizar defectos encontrados realizar gestion cambios pruebas analizar defectos rechazados equipo programacion apoyar supervisor qa elaboracion plan pruebas,experiencia minima años elaboracion casos prueba ejecucion gestion defectos experiencia minima años realizando pruebas funcionales integrales regresion experiencia minima años uso herramientas gestion pruebas experiencia minima años uso herramientas automatizacion pruebas experiencia minima años realizando pruebas rendimiento stress carga volumen experiencia minima años certificacion modulos sap dominio analisis proceso negocio deseable certificacion istqb sistemas grupo romero centraliza funciones sistemas empresas grupo romero alicorp caña brava fino ransa palmas primax tramarsa desarrollo mantenimiento aplicativos gestion infra estructura comunicaciones gestion arquitectura empresarial grupo seguridad sistemas cuenta mas colaboradores diversas profesiones especialidades junto usuarios cada empresa desarrollan soluciones lideres peru mundo
587,1,44124182,supervisor net,gestionar equipo programadores net asignar tareas programacion equipo trabajo realizar estimaciones tiempo requerimientos fines planificacion realizar revisiones forma aleatoria hacer coaching equipo trabajo,menos años diseño aplicaciones n capas menos años diseño interfaces usuario pantallas mensajes error eventos menos años diseñando soluciones uml caso uso diagrama diagrama secuencia diagrama despliegue experiencia liderando equipos mayores personas conocimiento diseño procesos bpmn deseable conocimiento definicion casos uso menos años trabajando net framework siguientes tecnologias c vbnet aspnet mvc windows windows phone net development json javascript object notation rest representational state transfer html css javascript frameworks jquery jquery ui knockout orm entity framework nhibernate linq windows forms win forms clickonce rhino mocks nmock test unitarios nunit xunit devxpress enterprise deseable programacion orientada aspectos aop microsoft enterprise library conocimientos microsoft team foundation server fuertes conocimientos microsoft sql server creacion procedimientos almacenados vistas tablas funciones conocimientos basicos administracion base datos clr functions clr stored procedures certificado dotnet sql server deseable conocimiento mejora continua codigo fuente desarrollos cobertura codigo conocimiento optimizacion consultas access plan buenas practicas desarrollo sql conocimiento patrones gof jee buenas practicas programacion orientada objetos sistemas grupo romero centraliza funciones sistemas empresas grupo romero alicorp caña brava fino ransa palmas primax tramarsa desarrollo mantenimiento aplicativos gestion infra estructura comunicaciones gestion arquitectura empresarial grupo seguridad sistemas cuenta mas colaboradores diversas profesiones especialidades junto usuarios cada empresa desarrollan soluciones lideres peru mundo
588,4,44124186,analista proyectos,evaluar analizar proyectos consultorias operaciones internas externas contribuir eficiencia operaciones grupo ransa clientes realizar analizar software simulacion modelos negocio probar distintas alternativas solucion acuerdo escenarios establecido recopilar analizar informacion logistica operaciones grupo ransa clientes empresas soliciten servicios recopilar analizar informacion procedimientos operaciones ransa realizar consultorias empresas soliciten servicio logistica ransa,experiencia minima año desempeñandose proyectos conocimientos excel power point nivel intermedio disponibilidad laborar lunes viernes pm sabados pm disponibilidad viajar conocimientos analisis datos ubicacion argentina callao
589,6,44124191,analista nomina mina,responsable administracion personal consolidacion generacion datos personal registros datos empleados mantienen actualizados actualizacion mensual datos personal modulos sap ompa mantenimiento datos personal sistemas empresa asi sacar reportes sistema preparacion contratos laborales sanciones pago coordinacion ministerio trabajo monitoreo elaboracion correcta nomina mensual tomando consolidacion datos control revisar nomina consolidacion personal responsable departamento contabilidad pagar salarios tiempo errores apoyo gerente recursos humanos temas administrativos garantizar equidad interna externa administracion sueldos adecuada administracion beneficios incluidos seguros vida reembolsos coordinacion corredor compañia seguros facilitar clima laboral adecuado,manejo sap nivel intermedio indispensable disponibilidad viajar provincias lejanas altura menos dos años experiencia empresas trasnacionales preferencia sector minero orientado servicio cliente alta interno orientado resultados pensamiento analitico orientado desarrollo personal trabajo equipo
590,3,44124199,jefe infraestructura hardware,gestionar proveedores garantizar funcionamiento gestion soporte activos infraestructura tecnologia informacion optimizar eficiencia area ti procesos validar procesos actuales proponer mejoras mismos brindar soporte mantenimiento calidad sistemas informacion asi sistemas instalados terceros atender requerimientos servicios areas involucradas tiempo calidad idonea apoyar implementacion mantenimiento politicas estandares aplicativos normados area elaborar procedimientos tecnicos trabajo area revisar areas,experiencia minima seis años infraestructura hardware indispensable contar especializacion estudios post grado sistemas dominio ingles nivel intermedio
591,1,44124204,analista programador net,analisis programacion sistemas,experiencia minima años programaciÓn net horario trabajo lunes viernes m pm sabado pm
592,4,44124221,supervisor proyectos sistemas gestion erp,requisitos profesional titulado colegiado ingenieria sistemas informatica software haber participado miembro equipo tecnico cualquiera siguientes actividades supervision auditoria proyectos sistemas gestion erp diseño implementacion proyectos sistemas gestion erp experiencia minima años cargo ofrece ingreso inmediato planilla beneficios ley enviar hoja vida documentada pretensiones salariales selecciontuvgmailcom colocando asunto superp,
593,3,44124265,jefe soporte tecnico,prestar servicios soporte tecnico asesoria materia informacion diferentes areas real systems normar acciones conducentes brindar seguridad almacenamiento resguardo informacion real systems planificar ejecutar actividades proyectos inherentes desarrollo informatico institucional planear organizar coordinar dirigir controlar acciones ejecuten jefatura soporte supervisar ejecutar mantenimiento sistemas equipos informaticos tal forma mantengan operativos permanentemente proponer cumplir hacer cumplir normas seguridad almacenamiento resguardo informacion equipo apoyar asesorar gerencia general demas areas temas informaticos competencia elaborar implementar supervisar cumplimiento diversos planes indole informatico plan estrategico tecnologia informacion planes operativos informaticos planes contingencias fin alcanzar desarrollo informatico institucion prevencion desastres informaticos diversos factores administrar pagina web institucion gestionar servicio correo electronico manejo usuarios plataforma virtual mensajeria instantanea administrar red telefonica institucional ejecutar politicas servicio internet inalambrico red datos apoyar usuarios operaciones implementacion adecuacion servicios informaticos deteccion eliminacion virus programas espias instalacion mantenimiento softwares programas comerciales instalacion configuracion componentes internos externos recuperacion datos eliminados destruidos elaboracion manuales guias funcionamiento realizacion control copias seguridad informacion sensible empresa inventario control hardware software control red,nivel avanzado experto windows server ms sql server años puestos jefatura
594,1,44124266,cloud developer junior,analisis diseño personalizaciones software factory documentacion desarrollos realizados,aspnet visual cnet sql server mysql
595,1,44124268,cloud developer,analisis diseño personalizaciones software factory documentacion desarrollos realizados,aspnet visual cnet sql server mysql
596,4,44124277,analista procesos senior,participar liderar proyectos modelamiento mejora procesos tutelando calidad trabajos realizados bajo estandares corporativos monitorear avance distintas etapas proyecto informando manera objetiva mismos definir revisar alcance trabajo cada proyecto relevar procesos toda organizacion,experiencia minima años proyectos analisis procesos mejora continua experiencia haber liderado proyectos modelamiento procesos
597,6,44124283,analista trafico evaluacion desempeño,recopilar procesar analizar generar reportes respecto informacion gestores red core plataformas relacionadas red movil analizar calidad desempeño red,conocimiento base datos gestion plataformas experiencia sistemas gestion plataforma red movil manejo base datos oracle sql
598,3,44124286,asesor soporte virtual,atencion telefonica usuarios soporte virtual responder consultas telefonicas nivel envio contraseña link acceso informacion cursos via correo electronico dar informacion acceso fechas inicio cursos capacitacion asesoria tecnica usuarios ingreso cursos reseteo claves usuarios administracion plataforma virtual capacitacion,php nivel basico mysql nivel basico linux nivel basico
599,3,44124288,asesor soporte virtual part time,atencion telefonica usuarios soporte virtual responder consultas telefonicas nivel envio contraseña link acceso informacion cursos via correo electronico dar informacion acceso fechas inicio cursos capacitacion asesoria tecnica usuarios ingreso cursos reseteo claves usuarios administracion plataforma virtual capacitacion,php nivel basico mysql nivel basico linux nivel basico
600,4,44124289,analista sistemas,administrar gestionar dar soporte proyectos informaticos contratados cliente realizar levantamiento requerimientos cliente diseñar soluciones informaticas acuerdo necesidades cliente proponiendo alternativas respondan requerimientos proyecto planificar actividades proyectos informaticos estimando recursos tiempos aplicando normas control calidad proyecto,lenguaje sql hardware software computadores it essentials herramientas php base datos mysql
601,1,44124290,programador software,coordinar proyectos informaticos iog chile iog peru realizar levantamiento requerimientos cliente diseñar soluciones informaticas acuerdo necesidades cliente proponiendo alternativas respondan requerimientos proyecto planificar actividades proyectos informaticos estimando recursos tiempos aplicando normas control calidad proyecto,lenguaje sql hardware software computadores it essentials herramientas php base datos mysql analisis diseño implementacion modelos sistemas informaticos toma requerimientos control gestion proyecto documentacion
602,3,44124291,administrador plataforma learning,coordinar proyectos informaticos implementaciones plataformas learning realizar levantamiento requerimientos cliente diseñar soluciones informaticas acuerdo necesidades cliente proponiendo alternativas respondan requerimientos proyecto administrar realizar requerimientos clientes,herramientas php base datos mysql linux lms moodle dokeos cms wordpress analisis diseño implementacion modelos sistemas informaticos toma requerimientos control gestion proyecto documentacion
603,1,44124296,java developer junior,analisis diseño requerimientos cliente desarrollo aplicativos web java html js documentacion pruebas aplicativos java,conocimientos especiales java
604,4,44124302,consultor oracle junior,soporte desarrollo personalizaciones aplicadas erp oracle business suite soporte desarrollo personalizaciones sistemas desarrollos usando herramientas oracle,
605,6,44124309,practicante control gestion sistemas,automatizacion optimizacion reportes documentar procesos generacion reportes,estudiantes carreras ingenieria sistemas afines conocimientos documentacion procesos flujos informacion experiencia generacion reportes excel utilizando macros generacion formularios consultas manejo informacion utilizando access creacion mantenimiento paquetes etl dominio nivel basico intermedio idioma ingles manejo nivel intermedio avanzado microsoft excel access sql server lenguaje programacion visual basic
606,6,44124319,gerente desarrollo negocios ti sector gobierno salud,corporacion carvajal sa posicionamos importante multinacional colombiana presencia paises america latina unidos españa china ofreciendo productos servicios soluciones diferentes unidades empresariales incremento actividades encontramos busqueda gerente desarrollo negocios buscar formalizar negocios nuevos clientes mantener relacion comercial gestionar nuevos contratos mediante mecanismo contratacion directa licitaciones realizar seguimiento negocio cliente areas necesidad alineada soluciones comercializan fin ampliar portafolio servicios identificar desarrollar nuevos modelos ventas conviertan nuevos negocios rentables,deseable estudios especializacion certificaciones sistemas informacion afines negociacion gestion marketing ventas experiencia años venta soluciones integran tecnologia sector gobierno sector salud años ocupando cargos permitan arquitecturar soluciones gerente proyectos afines
607,6,44124323,especialista mejora procesos tributacion,ser responsable revisar normas legales negocio sistemicas documentos electronicos brindadas sunat interpretarlas traducirlas documento especificacion requerimientos proyecto elaborar organizar revisar consolidar toda documentacion proyecto especificacion requerimientos especificacion funcional diseño general gantt riesgos casos prueba manuales usuario,conocimientos solidos normas legales relacionadas documentos electronicos sunat conocimientos financieros tributario contable conocimiento lenguajes programacion manejo base datos awl nivel consultoria dominio office excel word project access intermedio conocimiento metodologias aplicadas gestion proyectos pmi cmmi experiencia comprobada años analista sistemas participacion proyectos financieros contables experiencia comprobada años jefelidercoordinador proyectos ti area contabilidad tributacion finanzas experiencia comprobada implementacion documentos electronicos deseable
608,6,44124324,especialista mejora procesos,diagnostico diseño implementacion monitoreo procesos levantamiento tiempos actividad diseñar procesos implementar sistemas trabajo sistemas controlmediante indicadores gestion base resultados obtenidos eldiagnostico asi practicas lideres analisis informacion levantada identificacion actividades valor agregado clasificacion informacion acuerdo tipo actividad,conocimiento metodologias aplicadas gestionde proyectos pmi dominio office excel word project access experiencia comprobada años analista sistemas lider participacion proyectos transformacion procesos tecnologia
609,6,44124333,practicante auditoria,participar planificacion ejecucion evaluacion reporteadores ayuden gestion auditoria monitorear ejecucion programas sistema control financiera confianza efectua aplica procedimientos revision analitica realizando comparaciones calculos indagaciones inspecciones observaciones formular programas planes realizacion acciones control integrar conducir comisiones asuntos especializados control sistemas recomendar procedimientos mejorar sistema control terno encargue auditor interno,
610,1,44124349,information system trainee,empresa global origen suizosueco lider mundial rubro tecnologia energia automatizacion encontramos busqueda practicante realice siguientes funciones area sistemas dando apoyo proceso atencion tickets soporte mantenimiento aplicaciones apoyo documentacion mismos apoyo asistido atencion tickets soporte aplicaciones apoyo asistido actualizacion informacion aplicaciones apoyo directo analisis optimizacion mejora aplicaciones apoyo asistido elaboracion actualizacion procesos desarrollo implementacion aplicaciones soluciones,deseable haber participado proyectos implementacion desarrollo software
611,4,44124350,analista crm,participar proyecto gestion conocimiento clientes objetivo generar plataforma descentralizada potenciar ordenar estructurar iniciativas actuales conocimiento clientes generar nuevas herramientas fidelizar clientes manejar indicadores reportes basados tipos clientes permitan reforzar estrategias area comercial operaciones analizar distintos perfiles clientes apoyar incremento participacion tarjeta presta generar campañas generar perfiles preferencias comportamientos comprar clientes,experiencia minima años crm inteligencia negocios gis conocimiento excel nivel avanzado indispensable conocimiento sap sql ssis ssas manejo idioma ingles nivel intermedio
612,6,44124355,especialista control gestion,diseñar desarrollar actualizar analizar reportes gestion seguimiento acuerdo lineamientos politicas establecidas elaborar presupuesto financiero banco asi despliegue productos oficinas,deseable estudios post grado finanzas minimo años experiencia areas finanzas control gestion planeamiento financiero afines preferencia banco cajas rurales dominio bases datos access sql excel avanzado
613,4,44124357,analista senior procesos banca,relevar procesos negocio actuales usuarios responsables identificar brechas procedimientos actuales nuevos entendiendo brechas sistemas actuales sistemas futuros diseñar procesos futuros asi procedimientos identificar relaciones procesos interfaces sistemas documentar nuevos procedimientos validarlos respectivos usuarios,menos años egresado universidad saber planificar actividades manera detallada experiencia proyectos relevamiento ordenamiento procesos entidades financieras dominio metodologia diseño desarrollo procedimientos conocimiento productos servicios banca experto herramientas microinformaticas especialmente excel word power point visio haber interactuado mundo negocios tecnologia domicilio lima
614,4,44124371,analista infraestructura area certificacion,corporacion grupo romero encontramos busqueda personas talentosas ayuden seguir desarrollandonos grupos empresariales lideres peru invitamos postular posicion analista infraestructura area certificacion funciones proceso certificacion debera gestionar aplicaciones orientadas negocio brindar soporte herramientas certificacion gestionar configuracion actualizacion herramientas pruebas gestion pruebas extraccion datos administrar herramienta extraccion datos brindar soporte proceso gestion datos pruebas brindar capacitaciones uso herramientas certificacion resolucion incidentes plataforma cuestion,experiencia minima año trabajos infraestructura coordinando despliegues programas productos experiencia minima año ejecucion gestion trabajos basis sap experiencia minima año implementacion soluciones relacionadas infraestructura deseable conocimiento herramientas gestion pruebas extraccion datos experiencia realizando capacitaciones definicion procesos dominio ingles nivel intermedio
615,6,44124374,especialista producto banca empresarial productos lending,evaluar diseñar proponer procesos integrales productos lending banca empresa buscar mejora continua existentes impulsando comercialmente productos revisar elaborar diseño funcional productos nuevos lending vigentes banca empresa fin lanzar ajustar segun necesidad mercado levantar analizar diagnosticar proponer soluciones problemas procesos operativos productos coordinar areas involucradas contabilidad legal sistemas operaciones marketing requerimientos necesarios desarrollar lanzar producto,manejar programas informaticos externos excel avanzado lenguaje programacion diseños funcionales
616,1,44124377,asistente programador c,actualidad encontramos busqueda jovenes profesionales estudiantes ultimos ciclos carrera ingenieria sistemas informatica afines tecnicos universitarios integrarse prestigiosa empresa multinacional encontramos busqueda profesional sistemas experiencia realizando funciones programacion diseño c desempeñarse asistente programador,minimo contar años realizando funciones programacion diseño c valorara experiencia rubro banco seguros
617,3,44124379,analista arquitectura ti,asegurar diseño soporte solucion solida tecnologia considerando requerimientos usuarios requerimientos tecnicos ej arquitectura solucion apoyar planificacion gestion actividades diseño prueba implantacion tecnologia nivel programa promover actividades diagnostico evaluacion tecnologias promover actividades diseño arquitectura tecnologia revisar dar soporte componentes diseño,deseable especializacion arquitectura sistemas conocimiento diseño arquitectura herramientas jee net experiencia minima años alineada arquitectura ti deseable conocimiento negocio banca seguros ingles nivel avanzado
618,1,44124380,analista c,accenture empresa global consultoria management servicios tecnologia outsourcing combinando experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo encontramos busqueda profesional sistemas experiencia elaboracion diseño tecnico documentacion analisis requerimientos programacion desempeñarse analista programador,elaboracion diseño tecnico documentacion analisis requerimientos programacion haber participado pases produccion minimo contar años realizando funciones programacion c experiencia elaboracion diseño tecnico documentacion analisis requerimientos programacion haber participado pases produccion valorara experiencia rubro banco seguros
619,1,44124381,analista funcional visual basic net,actualidad encontramos busqueda jovenes profesionales estudiantes ultimos ciclos carrera ingenieria sistemas informatica afines tecnicos universitarios integrarse prestigiosa empresa multinacional buscamos profesionales experiencia desempeñarse analistas funcionales visual basic net integrarse prestigiosa empresa multinacional funciones analisis requerimientos funcionales elaboracion diseños tecnicos lideras pequeños equipos llevando cabo buena organizacion delegando responsabilidades asi haciendo seguimiento modulos,minimo contar años realizando analizar requerimientos programar actividades dirigidas diseño soluciones desarrollo bajo herramienta microsoft net conocimiento desarrollo web vb manejo base datos sql yu oracle g vb net deseable conocimiento ingles nivel basico intermedio valorara experiencia rubro banco seguros
620,1,44124383,analista visual basic net,encontramos busqueda profesional sistemas experiencia realizando analisis requerimientos diseño soluciones desarrollo implementacion herramienta microsoft net desempeñarse analista visual basic net,minimo contar años realizando analisis requerimientos diseño soluciones desarrollo implementacion reportar avances herramienta microsoft net conocimiento desarrollo web vb manejo base datos sql yu oracle g vb net valorara experiencia rubro banco seguros
621,1,44124384,asistente programador visual basic net,accenture empresa global consultoria management servicios tecnologia outsourcing combinando experiencia incomparable amplias capacidades todas industrias funciones negocios amplia investigacion respecto empresas mas exitosas mundo actualidad encontramos busqueda jovenes profesionales estudiantes ultimos ciclos carrera ingenieria sistemas informatica afines tecnicos universitarios integrarse prestigiosa empresa multinacional encontramos busqueda profesional sistemas experiencia realizando analisis requerimientos diseño soluciones desarrollo herramienta microsoft net desempeñarse asistente programador,minimo contar años realizando analisis requerimientos diseño soluciones desarrollo herramienta microsoft net conocimiento visual basic base datos sql server valorara experiencia rubro banco seguros
622,1,44124385,asistente java,diseño desarrollo aplicaciones base requerimiento cliente,minimo contar años experiencia java conocimientos experiencia desarrollo aplicaciones utilizando java frameworks deseable conocimiento ingles nivel intermedio valorara experiencia rubro banco seguros
623,6,44124411,especialista producto banca empresarial productos lending,evaluar diseñar proponer procesos integrales productos lending banca empresa buscar mejora continua existentes impulsando comercialmente productos revisar elaborar diseño funcional productos nuevos lending vigentes banca empresa fin lanzar ajustar segun necesidad mercado levantar analizar diagnosticar proponer soluciones problemas procesos operativos productos coordinar areas involucradas contabilidad legal sistemas operaciones marketing requerimientos necesarios desarrollar lanzar producto,manejar programas informaticos externos excel avanzado lenguaje programacion diseños funcionales años experiencia banca cargos similares
624,4,44124422,analista sap,responsabilidades asegurar optima implementacion modulos sap garantizar adecuado funcionamiento modulos sap velar nuevas necesidades usuarios respecto uso sistema funciones hacer seguimiento acuerdos implementacion sistema realizar informes semanales avances implementacion sistema desarrollar documentos procesos implementacion hacer pruebas unitarias integrales sistema implementado brindar capacitacion complementaria usuarios sistema programar interfases sistema,experiencia minima años implementando sap modulos financial controlling preferencia sector industrial deseable conocimiento visualstudionet
